sentenceID,labels.rhetClass,enrichmentSet.rhetClass,text
1815018P48S3,,EvidenceSentence,"The Veteran reported experiencing PTSD symptoms such as intrusive memories, nightmares, flashbacks, avoidance symptoms, and increased arousal symptoms."
1815018P48S4,,EvidenceSentence,"However, the examiner found that these symptoms were not significant for PTSD when scored under the DSM-IV criteria."
1815018P48S5,,EvidenceSentence,"As the Veteran's treatment records reflected that his depression appeared resolved, the VA examiner offered a diagnosis of anxiety disorder, NOS, to encompass the Veteran's symptoms, but found that it would resort to mere speculation to opine as to whether the Veteran's anxiety disorder was related to his conceded military combat stressor."
1815018P49S2,,EvidenceSentence,VA treatment records show continued treatment for anxiety disorder with symptoms of depression and PTSD.
1815018P49S3,CitationSentence,EvidenceSentence,"See May 2012, February 2013, April 2013, May 2013, and July 2013 VA treatment records; see also December 2016 letter of Dr. W.G."
1815018P50S2,,EvidenceSentence,"An April 2016 VA examination report reflects that the examiner determined that a diagnosis of PTSD or an acquired psychiatric disorder other than PTSD could not be made, as test results indicated that the Veteran was not cooperative or possibly feigning symptoms."
1815018P50S3,,EvidenceSentence,"The examiner noted that although the Veteran was not diagnosed with PTSD during the examination, it did not mean that he did not have PTSD."
1815018P50S4,,EvidenceSentence,"The examiner further noted that although the Veteran's mental health provider had diagnosed the Veteran with PTSD, there was no evidence that the treatment provider made an attempt to assess the veracity of the Veteran's reported symptoms."
1815018P51S2,,EvidenceSentence,"July 2017 VA treatment records reflect that the Veteran was diagnosed with PTSD, and that his previously diagnosed major depressive disorder was in remission."
1815018P52S2,,EvidenceSentence,"A July 2017 VA examination report reflects that the examiner found that the Veteran had symptoms of depressed mood, anxiety, chronic sleep impairment, and disturbances of motivation and mood, but no other symptoms attributable to PTSD or other mental disorder."
1815018P52S3,,EvidenceSentence,"The examiner found that the Veteran endorsed signs and symptoms of PTSD per the DSM-V, including participating in combat, discharging his weapon, and exposure to people being hurt and killed."
1815018P52S4,,EvidenceSentence,"The examiner noted that the Veteran was able to keep a job for 33 years until retirement, had been married for 46 years, and had close ties with his family."
1815018P52S5,,EvidenceSentence,"The Veteran had no history of acute psychiatric inpatient care, denied suicidal or homicidal ideas or plans, and did not exhibit signs of psychosis."
1815018P52S6,,EvidenceSentence,The examiner concluded that the Veteran had mild symptoms of PTSD and that the Veteran's PTSD was most likely incurred in or caused by service.
1815018P52S7,,EvidenceSentence,"However, the examiner found that at the time of the examination, the Veteran did not exhibit another and/or comorbid mental condition other than PTSD."
1815018P52S8,,EvidenceSentence,The examiner opined that the Veteran's symptoms were accounted for with the PTSD diagnosis.
1815018P53S2,,FindingSentence,"In this case, the preponderance of the evidence indicates that the Veteran does not have an acquired psychiatric disorder other than PTSD."
1815018P53S3,,EvidenceSentence,"His VA treatment records note an initial diagnosis of major depressive disorder, rule out PTSD."
1815018P53S4,,EvidenceSentence,Subsequent VA treatment records reflect a diagnosis of anxiety disorder with PTSD symptoms.
1815018P54S2,,EvidenceSentence,"However, additional treatment records reflect that his major depressive disorder resolved."
1815018P54S3,,EvidenceSentence,"Significantly, the July 2017 VA examiner diagnosed the Veteran with PTSD, found that the Veteran did not have more than one mental disorder diagnosed, and that all of the Veteran's psychiatric symptoms were associated with his PTSD."
1815018P55S2,,FindingSentence,"Therefore, the Board finds that the Veteran does not have a psychiatric disorder other than PTSD."
1815018P55S3,FindingSentence,Sentence,The first element of a service connection claim is not satisfied with regard to an acquired psychiatric disorder other than PTSD.
1815018P55S4,,CitationSentence,"Shedden, 381 F.3d at 1166-67."
1815018P55S5,,LegalRuleSentence,The existence of a current disability is the cornerstone of a claim for VA disability compensation.
1815018P55S6,,CitationSentence,"Degmetich v. Brown, 104 F.3d 1328 (Fed. Cir. 1997); Gilpin v. West, 155 F.3d 1353 (Fed. Cir. 1998)."
1815018P55S7,LegalRuleSentence,Sentence,In the absence of evidence of a current disability there can be no valid claim.
1815018P55S8,,CitationSentence,"Brammer v. Derwinski, 3 Vet. App. 223, 225 (1992); see McClain v. Nicholson, 21 Vet. App. 319 (2007) (finding that the requirement for a current disability is satisfied if the claimant has a disability at the time a claim was filed or at any time during the pendency of the appeal, even if the disability resolves prior to the Secretary's adjudication of the claim)."
1815018P56S2,FindingSentence,ReasoningSentence,"The Board notes that even if the Veteran met the first element of a service connection claim, such that he had a currently diagnosed psychiatric disorder other than PTSD, his claim for service connection would not meet the third element."
1815018P56S3,,EvidenceSentence,"The June 2010 VA examiner opined that the Veteran's psychiatric disorder, diagnosed as an adjustment disorder, was not caused by or a result of service, but was relatively recent and due to situational stressors."
1815018P56S4,,EvidenceSentence,"Additionally, the February 2012 VA examiner was unable to opine that the Veteran's anxiety disorder was related to his military stressors, as doing so would resort to mere speculation."
1815018P56S5,,FindingSentence,"Thus, the Veteran's previously diagnosed psychiatric conditions have not been shown to be related to service."
1815018P57S2,,Sentence,
1815018P58S2,,FindingSentence,"Accordingly, the preponderance of the evidence of record does not show that the Veteran has a diagnosis for VA purposes of an acquired psychiatric disorder other than PTSD, which is related to active service."
1815018P58S3,,FindingSentence,"Therefore, the Board finds that the service connection is not warranted."
1815018P58S4,,CitationSentence,"Gilbert v. Derwinski, 1 Vet. App. 49 (1990)."
1815018P59S1,,Sentence,ORDER
1815018P60S2,,Sentence,Service connection for an acquired psychiatric disorder other than PTSD is denied.
1815018P61S1,,Sentence,REMAND
1815018P62S2,,EvidenceSentence,The Veteran contends that service connection is warranted for his sleep apnea.
1815018P62S3,,EvidenceSentence,"Specifically, he contends that his sleep apnea is secondary to his service-connected PTSD."
1815018P63S2,,EvidenceSentence,The Veteran was afforded a VA medical opinion in April 2016.
1815018P63S3,,EvidenceSentence,"The Veteran was not examined in person, and the opinion was based upon a review of the medical evidence, including the Veteran's service treatment records and claims folder, and the medical literature."
1815018P63S4,,EvidenceSentence,The examiner noted that the Veteran had been diagnosed with sleep apnea in 2011.
1815018P63S5,,EvidenceSentence,"The examiner explained that sleep apnea is an anatomical/physiological disorder most commonly caused by airflow obstruction from the oropharynx to the lungs, and is commonly manifested by loud snoring, frequent sleep interruption, daytime moodiness, lack of concentration, and daytime headache."
1815018P63S6,,EvidenceSentence,"The examiner further explained that PTSD is a mental health diagnosis which has no nexus with the physiologic/anatomic changes that are at the root of sleep apnea, and the disordered sleep that may result from PTSD does not produce the same symptoms of sleep apnea."
1815018P63S7,,EvidenceSentence,"Thus, the examiner opined that there was no secondary service connection for sleep apnea due to PTSD."
1815018P64S2,,ReasoningSentence,The Board finds that the April 2016 opinion is inadequate.
1815018P64S3,,EvidenceSentence,"Although the examiner opined that the Veteran's sleep apnea was not caused by the Veteran's PTSD, the examiner did not render an opinion as to whether the Veteran's sleep apnea is aggravated by his PTSD."
1815018P65S2,,EvidenceSentence,VA treatment records reflect that the Veteran is on mirtazapine for his mood and sleep.
1815018P65S3,,EvidenceSentence,"The Veteran reported that since being on the medication, he has had an increase in his nightmares and that he would rip off his c-pap tubing in his sleep."
1815018P65S4,,CitationSentence,See June 2017 VA treatment records.
1815018P65S5,,Sentence,"In addition, the Veteran's representative has submitted additional citations to medical studies and literature in support of the Veteran's claim, with the most recent study dated in 2017, and subsequent to the April 2016 VA medical opinion."
1815018P65S6,,CitationSentence,See October 2017 correspondence.
1815018P66S2,,FindingSentence,"As such, the Board finds that a remand is warranted for a new medical opinion as to whether the Veteran's sleep apnea is caused by or aggravated by his service-connected PTSD, to include any medications he takes to treat his PTSD."
1815018P67S2,,LegalRuleSentence,"With regard to the issue of entitlement to a TDIU, a decision on the service connection claim for sleep apnea being remanded herein, as well as the increased rating claim for PTSD pending before the RO, may affect the claim for a TDIU."
